family,condition,metric,live_turn,episodes_with_event,denominator,percent,episodes_observed_at_this_live_turn
DeepSeek,working,first_post_live_turn,32,34,50,68.0,50
DeepSeek,working,first_post_live_turn,33,35,50,70.0,50
DeepSeek,working,first_post_live_turn,34,35,50,70.0,50
DeepSeek,working,first_post_live_turn,35,36,50,72.0,50
DeepSeek,working,first_post_live_turn,36,36,50,72.0,49
DeepSeek,working,first_post_live_turn,37,37,50,74.0,49
DeepSeek,working,first_post_live_turn,38,37,50,74.0,48
DeepSeek,working,first_post_live_turn,39,38,50,76.0,48
DeepSeek,working,first_post_live_turn,40,38,50,76.0,48
DeepSeek,working,first_post_live_turn,41,38,50,76.0,47
DeepSeek,working,first_post_live_turn,42,38,50,76.0,46
DeepSeek,working,first_post_live_turn,43,38,50,76.0,45
DeepSeek,working,first_post_live_turn,44,39,50,78.0,45
DeepSeek,working,first_post_live_turn,45,39,50,78.0,44
DeepSeek,working,first_post_live_turn,46,39,50,78.0,44
DeepSeek,working,first_post_live_turn,47,39,50,78.0,43
DeepSeek,working,first_post_live_turn,48,40,50,80.0,43
DeepSeek,working,first_post_live_turn,49,40,50,80.0,43
DeepSeek,working,first_post_live_turn,50,40,50,80.0,43
DeepSeek,working,first_post_live_turn,51,40,50,80.0,42
DeepSeek,working,first_post_live_turn,52,40,50,80.0,39
DeepSeek,working,first_post_live_turn,53,40,50,80.0,38
DeepSeek,working,first_post_live_turn,54,40,50,80.0,37
DeepSeek,working,first_post_live_turn,55,40,50,80.0,37
DeepSeek,working,first_post_live_turn,56,40,50,80.0,36
DeepSeek,working,first_post_live_turn,57,42,50,84.0,34
DeepSeek,working,first_post_live_turn,58,42,50,84.0,34
DeepSeek,working,first_post_live_turn,59,42,50,84.0,34
DeepSeek,working,first_post_live_turn,60,42,50,84.0,33
DeepSeek,working,first_post_live_turn,61,42,50,84.0,33
DeepSeek,working,first_post_live_turn,62,42,50,84.0,30
DeepSeek,working,first_post_live_turn,63,42,50,84.0,29
DeepSeek,working,first_post_live_turn,64,42,50,84.0,29
DeepSeek,working,first_post_live_turn,65,42,50,84.0,29
DeepSeek,working,first_post_live_turn,66,42,50,84.0,29
DeepSeek,working,first_post_live_turn,67,42,50,84.0,28
DeepSeek,working,first_post_live_turn,68,42,50,84.0,28
DeepSeek,working,first_post_live_turn,69,42,50,84.0,28
DeepSeek,working,first_post_live_turn,70,42,50,84.0,28
DeepSeek,working,first_post_live_turn,71,42,50,84.0,28
DeepSeek,working,first_post_live_turn,72,42,50,84.0,27
DeepSeek,working,first_post_live_turn,73,42,50,84.0,27
DeepSeek,working,first_post_live_turn,74,42,50,84.0,27
DeepSeek,working,first_post_live_turn,75,42,50,84.0,26
DeepSeek,working,first_post_live_turn,76,42,50,84.0,25
DeepSeek,working,first_post_live_turn,77,42,50,84.0,25
DeepSeek,working,first_post_live_turn,78,42,50,84.0,24
DeepSeek,working,first_post_live_turn,79,42,50,84.0,24
DeepSeek,working,first_post_live_turn,80,42,50,84.0,23
DeepSeek,working,first_post_live_turn,81,42,50,84.0,23
DeepSeek,working,first_post_live_turn,82,42,50,84.0,22
DeepSeek,working,first_post_live_turn,83,42,50,84.0,21
DeepSeek,working,first_post_live_turn,84,42,50,84.0,19
DeepSeek,working,first_post_live_turn,85,43,50,86.0,19
DeepSeek,working,first_post_live_turn,86,43,50,86.0,18
DeepSeek,working,first_post_live_turn,87,43,50,86.0,18
DeepSeek,working,first_post_live_turn,88,43,50,86.0,17
DeepSeek,working,first_post_live_turn,89,43,50,86.0,17
DeepSeek,working,first_post_live_turn,90,43,50,86.0,16
DeepSeek,working,first_post_live_turn,91,43,50,86.0,16
DeepSeek,working,first_post_live_turn,92,43,50,86.0,16
DeepSeek,working,first_post_live_turn,93,43,50,86.0,15
DeepSeek,working,first_post_live_turn,94,43,50,86.0,15
DeepSeek,working,first_post_live_turn,95,43,50,86.0,15
DeepSeek,working,first_post_live_turn,96,43,50,86.0,14
DeepSeek,working,first_post_live_turn,97,43,50,86.0,14
DeepSeek,working,first_post_live_turn,98,43,50,86.0,12
DeepSeek,working,first_post_live_turn,99,43,50,86.0,12
DeepSeek,working,first_post_live_turn,100,43,50,86.0,12
DeepSeek,slow,first_cited_coordination_live_turn,0,0,50,0.0,50
DeepSeek,slow,first_cited_coordination_live_turn,1,33,50,66.0,50
DeepSeek,slow,first_cited_coordination_live_turn,2,37,50,74.0,50
DeepSeek,slow,first_cited_coordination_live_turn,3,39,50,78.0,50
DeepSeek,slow,first_cited_coordination_live_turn,4,42,50,84.0,50
DeepSeek,slow,first_cited_coordination_live_turn,5,44,50,88.0,50
DeepSeek,slow,first_cited_coordination_live_turn,6,44,50,88.0,50
DeepSeek,slow,first_cited_coordination_live_turn,7,44,50,88.0,50
DeepSeek,slow,first_cited_coordination_live_turn,8,45,50,90.0,50
DeepSeek,slow,first_cited_coordination_live_turn,9,45,50,90.0,50
DeepSeek,slow,first_cited_coordination_live_turn,10,46,50,92.0,50
DeepSeek,slow,first_cited_coordination_live_turn,11,47,50,94.0,50
DeepSeek,slow,first_cited_coordination_live_turn,12,47,50,94.0,50
DeepSeek,slow,first_cited_coordination_live_turn,13,47,50,94.0,50
DeepSeek,slow,first_cited_coordination_live_turn,14,47,50,94.0,50
DeepSeek,slow,first_cited_coordination_live_turn,15,47,50,94.0,50
DeepSeek,slow,first_cited_coordination_live_turn,16,47,50,94.0,50
DeepSeek,slow,first_cited_coordination_live_turn,17,47,50,94.0,50
DeepSeek,slow,first_cited_coordination_live_turn,18,47,50,94.0,50
DeepSeek,slow,first_cited_coordination_live_turn,19,47,50,94.0,50
DeepSeek,slow,first_cited_coordination_live_turn,20,47,50,94.0,50
DeepSeek,slow,first_cited_coordination_live_turn,21,47,50,94.0,50
DeepSeek,slow,first_cited_coordination_live_turn,22,47,50,94.0,50
DeepSeek,slow,first_cited_coordination_live_turn,23,47,50,94.0,50
DeepSeek,slow,first_cited_coordination_live_turn,24,48,50,96.0,50
DeepSeek,slow,first_cited_coordination_live_turn,25,48,50,96.0,50
DeepSeek,slow,first_cited_coordination_live_turn,26,48,50,96.0,50
DeepSeek,slow,first_cited_coordination_live_turn,27,48,50,96.0,50
DeepSeek,slow,first_cited_coordination_live_turn,28,48,50,96.0,50
DeepSeek,slow,first_cited_coordination_live_turn,29,48,50,96.0,50
DeepSeek,slow,first_cited_coordination_live_turn,30,48,50,96.0,50
DeepSeek,slow,first_cited_coordination_live_turn,31,48,50,96.0,50
DeepSeek,slow,first_cited_coordination_live_turn,32,48,50,96.0,50
DeepSeek,slow,first_cited_coordination_live_turn,33,49,50,98.0,50
DeepSeek,slow,first_cited_coordination_live_turn,34,50,50,100.0,50
DeepSeek,slow,first_cited_coordination_live_turn,35,50,50,100.0,50
DeepSeek,slow,first_cited_coordination_live_turn,36,50,50,100.0,50
DeepSeek,slow,first_cited_coordination_live_turn,37,50,50,100.0,50
DeepSeek,slow,first_cited_coordination_live_turn,38,50,50,100.0,50
DeepSeek,slow,first_cited_coordination_live_turn,39,50,50,100.0,50
DeepSeek,slow,first_cited_coordination_live_turn,40,50,50,100.0,50
DeepSeek,slow,first_cited_coordination_live_turn,41,50,50,100.0,50
DeepSeek,slow,first_cited_coordination_live_turn,42,50,50,100.0,50
DeepSeek,slow,first_cited_coordination_live_turn,43,50,50,100.0,50
DeepSeek,slow,first_cited_coordination_live_turn,44,50,50,100.0,50
DeepSeek,slow,first_cited_coordination_live_turn,45,50,50,100.0,50
DeepSeek,slow,first_cited_coordination_live_turn,46,50,50,100.0,50
DeepSeek,slow,first_cited_coordination_live_turn,47,50,50,100.0,50
DeepSeek,slow,first_cited_coordination_live_turn,48,50,50,100.0,50
DeepSeek,slow,first_cited_coordination_live_turn,49,50,50,100.0,50
DeepSeek,slow,first_cited_coordination_live_turn,50,50,50,100.0,50
DeepSeek,slow,first_cited_coordination_live_turn,51,50,50,100.0,50
DeepSeek,slow,first_cited_coordination_live_turn,52,50,50,100.0,50
DeepSeek,slow,first_cited_coordination_live_turn,53,50,50,100.0,50
DeepSeek,slow,first_cited_coordination_live_turn,54,50,50,100.0,50
DeepSeek,slow,first_cited_coordination_live_turn,55,50,50,100.0,50
DeepSeek,slow,first_cited_coordination_live_turn,56,50,50,100.0,50
DeepSeek,slow,first_cited_coordination_live_turn,57,50,50,100.0,49
DeepSeek,slow,first_cited_coordination_live_turn,58,50,50,100.0,49
DeepSeek,slow,first_cited_coordination_live_turn,59,50,50,100.0,49
DeepSeek,slow,first_cited_coordination_live_turn,60,50,50,100.0,49
DeepSeek,slow,first_cited_coordination_live_turn,61,50,50,100.0,49
DeepSeek,slow,first_cited_coordination_live_turn,62,50,50,100.0,48
DeepSeek,slow,first_cited_coordination_live_turn,63,50,50,100.0,48
DeepSeek,slow,first_cited_coordination_live_turn,64,50,50,100.0,48
DeepSeek,slow,first_cited_coordination_live_turn,65,50,50,100.0,48
DeepSeek,slow,first_cited_coordination_live_turn,66,50,50,100.0,48
DeepSeek,slow,first_cited_coordination_live_turn,67,50,50,100.0,48
DeepSeek,slow,first_cited_coordination_live_turn,68,50,50,100.0,46
DeepSeek,slow,first_cited_coordination_live_turn,69,50,50,100.0,46
DeepSeek,slow,first_cited_coordination_live_turn,70,50,50,100.0,46
DeepSeek,slow,first_cited_coordination_live_turn,71,50,50,100.0,46
DeepSeek,slow,first_cited_coordination_live_turn,72,50,50,100.0,45
DeepSeek,slow,first_cited_coordination_live_turn,73,50,50,100.0,45
DeepSeek,slow,first_cited_coordination_live_turn,74,50,50,100.0,44
DeepSeek,slow,first_cited_coordination_live_turn,75,50,50,100.0,42
DeepSeek,slow,first_cited_coordination_live_turn,76,50,50,100.0,42
DeepSeek,slow,first_cited_coordination_live_turn,77,50,50,100.0,42
DeepSeek,slow,first_cited_coordination_live_turn,78,50,50,100.0,42
DeepSeek,slow,first_cited_coordination_live_turn,79,50,50,100.0,42
DeepSeek,slow,first_cited_coordination_live_turn,80,50,50,100.0,40
DeepSeek,slow,first_cited_coordination_live_turn,81,50,50,100.0,40
DeepSeek,slow,first_cited_coordination_live_turn,82,50,50,100.0,39
DeepSeek,slow,first_cited_coordination_live_turn,83,50,50,100.0,39
DeepSeek,slow,first_cited_coordination_live_turn,84,50,50,100.0,38
DeepSeek,slow,first_cited_coordination_live_turn,85,50,50,100.0,36
DeepSeek,slow,first_cited_coordination_live_turn,86,50,50,100.0,33
DeepSeek,slow,first_cited_coordination_live_turn,87,50,50,100.0,33
DeepSeek,slow,first_cited_coordination_live_turn,88,50,50,100.0,31
DeepSeek,slow,first_cited_coordination_live_turn,89,50,50,100.0,31
DeepSeek,slow,first_cited_coordination_live_turn,90,50,50,100.0,31
DeepSeek,slow,first_cited_coordination_live_turn,91,50,50,100.0,31
DeepSeek,slow,first_cited_coordination_live_turn,92,50,50,100.0,30
DeepSeek,slow,first_cited_coordination_live_turn,93,50,50,100.0,30
DeepSeek,slow,first_cited_coordination_live_turn,94,50,50,100.0,30
DeepSeek,slow,first_cited_coordination_live_turn,95,50,50,100.0,30
DeepSeek,slow,first_cited_coordination_live_turn,96,50,50,100.0,30
DeepSeek,slow,first_cited_coordination_live_turn,97,50,50,100.0,30
DeepSeek,slow,first_cited_coordination_live_turn,98,50,50,100.0,29
DeepSeek,slow,first_cited_coordination_live_turn,99,50,50,100.0,28
DeepSeek,slow,first_cited_coordination_live_turn,100,50,50,100.0,27
DeepSeek,slow,first_post_live_turn,0,0,50,0.0,50
DeepSeek,slow,first_post_live_turn,1,0,50,0.0,50
DeepSeek,slow,first_post_live_turn,2,0,50,0.0,50
DeepSeek,slow,first_post_live_turn,3,0,50,0.0,50
DeepSeek,slow,first_post_live_turn,4,0,50,0.0,50
DeepSeek,slow,first_post_live_turn,5,1,50,2.0,50
DeepSeek,slow,first_post_live_turn,6,1,50,2.0,50
DeepSeek,slow,first_post_live_turn,7,1,50,2.0,50
DeepSeek,slow,first_post_live_turn,8,2,50,4.0,50
DeepSeek,slow,first_post_live_turn,9,3,50,6.0,50
DeepSeek,slow,first_post_live_turn,10,5,50,10.0,50
DeepSeek,slow,first_post_live_turn,11,8,50,16.0,50
DeepSeek,slow,first_post_live_turn,12,10,50,20.0,50
DeepSeek,slow,first_post_live_turn,13,11,50,22.0,50
DeepSeek,slow,first_post_live_turn,14,11,50,22.0,50
DeepSeek,slow,first_post_live_turn,15,12,50,24.0,50
DeepSeek,slow,first_post_live_turn,16,12,50,24.0,50
DeepSeek,slow,first_post_live_turn,17,12,50,24.0,50
DeepSeek,slow,first_post_live_turn,18,13,50,26.0,50
DeepSeek,slow,first_post_live_turn,19,13,50,26.0,50
DeepSeek,slow,first_post_live_turn,20,13,50,26.0,50
DeepSeek,slow,first_post_live_turn,21,13,50,26.0,50
DeepSeek,slow,first_post_live_turn,22,15,50,30.0,50
DeepSeek,slow,first_post_live_turn,23,15,50,30.0,50
DeepSeek,slow,first_post_live_turn,24,17,50,34.0,50
DeepSeek,slow,first_post_live_turn,25,19,50,38.0,50
DeepSeek,slow,first_post_live_turn,26,19,50,38.0,50
DeepSeek,slow,first_post_live_turn,27,19,50,38.0,50
DeepSeek,slow,first_post_live_turn,28,20,50,40.0,50
DeepSeek,slow,first_post_live_turn,29,21,50,42.0,50
DeepSeek,slow,first_post_live_turn,30,22,50,44.0,50
DeepSeek,slow,first_post_live_turn,31,22,50,44.0,50
DeepSeek,slow,first_post_live_turn,32,24,50,48.0,50
DeepSeek,slow,first_post_live_turn,33,25,50,50.0,50
DeepSeek,slow,first_post_live_turn,34,27,50,54.0,50
DeepSeek,slow,first_post_live_turn,35,28,50,56.0,50
DeepSeek,slow,first_post_live_turn,36,28,50,56.0,50
DeepSeek,slow,first_post_live_turn,37,29,50,58.0,50
DeepSeek,slow,first_post_live_turn,38,30,50,60.0,50
DeepSeek,slow,first_post_live_turn,39,31,50,62.0,50
DeepSeek,slow,first_post_live_turn,40,31,50,62.0,50
DeepSeek,slow,first_post_live_turn,41,31,50,62.0,50
DeepSeek,slow,first_post_live_turn,42,32,50,64.0,50
DeepSeek,slow,first_post_live_turn,43,33,50,66.0,50
DeepSeek,slow,first_post_live_turn,44,33,50,66.0,50
DeepSeek,slow,first_post_live_turn,45,34,50,68.0,50
DeepSeek,slow,first_post_live_turn,46,34,50,68.0,50
DeepSeek,slow,first_post_live_turn,47,36,50,72.0,50
DeepSeek,slow,first_post_live_turn,48,36,50,72.0,50
DeepSeek,slow,first_post_live_turn,49,38,50,76.0,50
DeepSeek,slow,first_post_live_turn,50,38,50,76.0,50
DeepSeek,slow,first_post_live_turn,51,38,50,76.0,50
DeepSeek,slow,first_post_live_turn,52,38,50,76.0,50
DeepSeek,slow,first_post_live_turn,53,38,50,76.0,50
DeepSeek,slow,first_post_live_turn,54,38,50,76.0,50
DeepSeek,slow,first_post_live_turn,55,39,50,78.0,50
DeepSeek,slow,first_post_live_turn,56,40,50,80.0,50
DeepSeek,slow,first_post_live_turn,57,40,50,80.0,49
DeepSeek,slow,first_post_live_turn,58,41,50,82.0,49
DeepSeek,slow,first_post_live_turn,59,41,50,82.0,49
DeepSeek,slow,first_post_live_turn,60,41,50,82.0,49
DeepSeek,slow,first_post_live_turn,61,41,50,82.0,49
DeepSeek,slow,first_post_live_turn,62,41,50,82.0,48
DeepSeek,slow,first_post_live_turn,63,41,50,82.0,48
DeepSeek,slow,first_post_live_turn,64,41,50,82.0,48
DeepSeek,slow,first_post_live_turn,65,41,50,82.0,48
DeepSeek,slow,first_post_live_turn,66,41,50,82.0,48
DeepSeek,slow,first_post_live_turn,67,41,50,82.0,48
DeepSeek,slow,first_post_live_turn,68,41,50,82.0,46
DeepSeek,slow,first_post_live_turn,69,41,50,82.0,46
DeepSeek,slow,first_post_live_turn,70,41,50,82.0,46
DeepSeek,slow,first_post_live_turn,71,41,50,82.0,46
DeepSeek,slow,first_post_live_turn,72,41,50,82.0,45
DeepSeek,slow,first_post_live_turn,73,41,50,82.0,45
DeepSeek,slow,first_post_live_turn,74,41,50,82.0,44
DeepSeek,slow,first_post_live_turn,75,41,50,82.0,42
DeepSeek,slow,first_post_live_turn,76,41,50,82.0,42
DeepSeek,slow,first_post_live_turn,77,41,50,82.0,42
DeepSeek,slow,first_post_live_turn,78,41,50,82.0,42
DeepSeek,slow,first_post_live_turn,79,41,50,82.0,42
DeepSeek,slow,first_post_live_turn,80,41,50,82.0,40
DeepSeek,slow,first_post_live_turn,81,41,50,82.0,40
DeepSeek,slow,first_post_live_turn,82,41,50,82.0,39
DeepSeek,slow,first_post_live_turn,83,41,50,82.0,39
DeepSeek,slow,first_post_live_turn,84,42,50,84.0,38
DeepSeek,slow,first_post_live_turn,85,42,50,84.0,36
DeepSeek,slow,first_post_live_turn,86,42,50,84.0,33
DeepSeek,slow,first_post_live_turn,87,42,50,84.0,33
DeepSeek,slow,first_post_live_turn,88,42,50,84.0,31
DeepSeek,slow,first_post_live_turn,89,42,50,84.0,31
DeepSeek,slow,first_post_live_turn,90,42,50,84.0,31
DeepSeek,slow,first_post_live_turn,91,42,50,84.0,31
DeepSeek,slow,first_post_live_turn,92,42,50,84.0,30
DeepSeek,slow,first_post_live_turn,93,42,50,84.0,30
DeepSeek,slow,first_post_live_turn,94,42,50,84.0,30
DeepSeek,slow,first_post_live_turn,95,42,50,84.0,30
DeepSeek,slow,first_post_live_turn,96,42,50,84.0,30
DeepSeek,slow,first_post_live_turn,97,42,50,84.0,30
DeepSeek,slow,first_post_live_turn,98,42,50,84.0,29
DeepSeek,slow,first_post_live_turn,99,42,50,84.0,28
DeepSeek,slow,first_post_live_turn,100,42,50,84.0,27
